id,gender,bg_type,nationality,gpa,gpa_scale,gre,toefl,major,intern_desc,has_paper,has_research,courses_note,program,result,season,source
1574,unknown,,,4,4,130,,,,不明,不明,,columbia-msfe,rejected,22Fall,quantnet_tracker
1575,unknown,,,3.07,4,169,,,,不明,不明,,columbia-msfe,rejected,22Fall,quantnet_tracker
1576,unknown,,,3.95,4,170,112,,,不明,不明,,columbia-msfe,rejected,22Fall,quantnet_tracker
1577,unknown,,,3.436,4,,,,,不明,不明,,columbia-msfe,rejected,22Fall,quantnet_tracker
1578,unknown,,,3.53,4,170,,,,不明,不明,,columbia-msfe,accepted,22Fall,quantnet_tracker
1579,unknown,,,3.66,4,168,,,,不明,不明,,columbia-msfe,rejected,22Fall,quantnet_tracker
1580,unknown,,,4,4,130,,,,不明,不明,,columbia-msfe,accepted,22Fall,quantnet_tracker
1581,unknown,,,3.7,4,,,,,不明,不明,,columbia-msfe,accepted,22Fall,quantnet_tracker
1582,unknown,,,3.8,4,170,,,,不明,不明,,columbia-msfe,accepted,22Fall,quantnet_tracker
1583,unknown,,,3.88,4,169,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1584,unknown,,,3.74,4,168,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1585,unknown,,,3.85,4,168,,,,不明,不明,,columbia-msfe,accepted,21Fall,quantnet_tracker
1586,unknown,,,3.8,4,170,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1587,unknown,,,3.36,4,170,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1588,unknown,,,3,4,165,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1589,unknown,,,3.32,4,168,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1590,unknown,,,3.72,4,170,100,,,不明,不明,,columbia-msfe,accepted,21Fall,quantnet_tracker
1591,unknown,,,3.75,4,169,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1592,unknown,,,3.1,4,168,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1593,unknown,,,3.72,4,164,,,,不明,不明,,columbia-msfe,accepted,21Fall,quantnet_tracker
1594,unknown,,,3.32,4,170,,,,不明,不明,,columbia-msfe,accepted,21Fall,quantnet_tracker
1595,unknown,,,3.4,4,168,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1596,unknown,,,3.8,4,170,,,,不明,不明,,columbia-msfe,accepted,21Fall,quantnet_tracker
1597,unknown,,,3.72,4,165,,,,不明,不明,,columbia-msfe,accepted,21Fall,quantnet_tracker
1598,unknown,,,3.38,4,169,,,,不明,不明,,columbia-msfe,accepted,21Fall,quantnet_tracker
1599,unknown,,,4,4,,,,,不明,不明,,columbia-msfe,accepted,21Fall,quantnet_tracker
1600,unknown,,,3.14,4,169,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1601,unknown,,,3.8,4,168,,,,不明,不明,,columbia-msfe,accepted,21Fall,quantnet_tracker
1602,unknown,,,3.2,4,170,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1603,unknown,,,3.2,4,169,,,,不明,不明,,columbia-msfe,accepted,21Fall,quantnet_tracker
1604,unknown,,,3.77,4,169,,,,不明,不明,,columbia-msfe,accepted,21Fall,quantnet_tracker
1605,unknown,,,3.16,4,168,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1606,unknown,,,3.93,4,170,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1607,unknown,,,3.52,4,170,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1608,unknown,,,3.22,4,170,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1609,unknown,,,3.8,4,168,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1610,unknown,,,3.9,4,170,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1611,unknown,,,3.66,4,170,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1612,unknown,,,3.922,4,170,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1613,unknown,,,3.92,4,170,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1614,unknown,,,3.58,4,170,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1615,unknown,,,3.98,4,165,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1616,unknown,,,4,4,130,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1617,unknown,,,3.94,4,130,,,,不明,不明,,columbia-msfe,rejected,21Fall,quantnet_tracker
1618,unknown,,,3.7,4,170,,,,不明,不明,,columbia-msfe,accepted,21Fall,quantnet_tracker
1619,unknown,,,3.19,4,169,,,,不明,不明,,columbia-msfe,rejected,20Fall,quantnet_tracker
1620,unknown,,,3.6,4,169,,,,不明,不明,,columbia-msfe,rejected,20Fall,quantnet_tracker
1621,unknown,,,3.36,4,170,,,,不明,不明,,columbia-msfe,rejected,20Fall,quantnet_tracker
1622,unknown,,,3.79,4,170,,,,不明,不明,,columbia-msfe,accepted,20Fall,quantnet_tracker
1623,unknown,,,3.7,4,166,,,,不明,不明,,columbia-msfe,rejected,20Fall,quantnet_tracker
1624,unknown,,,3.67,4,170,,,,不明,不明,,columbia-msfe,rejected,20Fall,quantnet_tracker
1625,unknown,,,3.88,4,170,,,,不明,不明,,columbia-msfe,accepted,20Fall,quantnet_tracker
1626,unknown,,,3.5,4,169,,,,不明,不明,,columbia-msfe,rejected,20Fall,quantnet_tracker
1627,unknown,,,3.7,4,170,,,,不明,不明,,columbia-msfe,rejected,20Fall,quantnet_tracker
1628,unknown,,,3.43,4,170,,,,不明,不明,,columbia-msfe,rejected,20Fall,quantnet_tracker
1629,unknown,,,3.94,4,169,,,,不明,不明,,columbia-msfe,accepted,20Fall,quantnet_tracker
1630,unknown,,,3.22,4,170,,,,不明,不明,,columbia-msfe,rejected,20Fall,quantnet_tracker
1631,unknown,,,,4,170,,,,不明,不明,,columbia-msfe,rejected,20Fall,quantnet_tracker
1632,unknown,,,3.98,4,170,,,,不明,不明,,columbia-msfe,rejected,20Fall,quantnet_tracker
1633,unknown,,,3.9,4,170,,,,不明,不明,,columbia-msfe,accepted,20Fall,quantnet_tracker
1634,unknown,,,3.6,4,168,,,,不明,不明,,columbia-msfe,accepted,20Fall,quantnet_tracker
1635,unknown,,,4,4,170,115,,,不明,不明,,columbia-msfe,accepted,20Fall,quantnet_tracker
1636,unknown,,,3.8,4,170,,,,不明,不明,,columbia-msfe,accepted,20Fall,quantnet_tracker
1637,unknown,,,3.8,4,165,,,,不明,不明,,columbia-msfe,rejected,20Fall,quantnet_tracker
1638,unknown,,,3.81,4,170,,,,不明,不明,,columbia-msfe,accepted,20Fall,quantnet_tracker
1639,unknown,,,3.84,4,169,,,,不明,不明,,columbia-msfe,accepted,20Fall,quantnet_tracker
1640,unknown,,,3.24,4,169,,,,不明,不明,,columbia-msfe,rejected,20Fall,quantnet_tracker
1641,unknown,,,2.52,4,170,,,,不明,不明,,columbia-msfe,rejected,20Fall,quantnet_tracker
1642,unknown,,,3.7,4,164,,,,不明,不明,,columbia-msfe,accepted,20Fall,quantnet_tracker
1643,unknown,,,3.6,4,170,,,,不明,不明,,columbia-msfe,accepted,20Fall,quantnet_tracker
1644,unknown,,,3.69,4,169,,,,不明,不明,,columbia-msfe,rejected,20Fall,quantnet_tracker
1645,unknown,,,3.11,4,169,,,,不明,不明,,columbia-msfe,rejected,20Fall,quantnet_tracker
1646,unknown,,,3.68,4,170,,,,不明,不明,,columbia-msfe,accepted,20Fall,quantnet_tracker
1647,unknown,,,3.74,4,170,111,,,不明,不明,,columbia-msfe,rejected,19Fall,quantnet_tracker
1648,unknown,,,3.86,4,168,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1649,unknown,,,3.64,4,170,,,,不明,不明,,columbia-msfe,rejected,19Fall,quantnet_tracker
1650,unknown,,,3.38,4,165,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1651,unknown,,,2.87,4,170,,,,不明,不明,,columbia-msfe,rejected,19Fall,quantnet_tracker
1652,unknown,,,3.71,4,170,,,,不明,不明,,columbia-msfe,rejected,19Fall,quantnet_tracker
1653,unknown,,,3.5,4,170,,,,不明,不明,,columbia-msfe,rejected,19Fall,quantnet_tracker
1654,unknown,,,3.7,4,170,,,,不明,不明,,columbia-msfe,rejected,19Fall,quantnet_tracker
1655,unknown,,,3.36,4,166,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1656,unknown,,,3.4,4,168,,,,不明,不明,,columbia-msfe,rejected,19Fall,quantnet_tracker
1657,unknown,,,3.44,4,169,,,,不明,不明,,columbia-msfe,rejected,19Fall,quantnet_tracker
1658,unknown,,,3.84,4,170,,,,不明,不明,,columbia-msfe,rejected,19Fall,quantnet_tracker
1659,unknown,,,3.69,4,170,,,,不明,不明,,columbia-msfe,rejected,19Fall,quantnet_tracker
1660,unknown,,,3.84,4,168,,,,不明,不明,,columbia-msfe,rejected,19Fall,quantnet_tracker
1661,unknown,,,3.97,4,169,,,,不明,不明,,columbia-msfe,rejected,19Fall,quantnet_tracker
1662,unknown,,,3.96,4,170,,,,不明,不明,,columbia-msfe,rejected,19Fall,quantnet_tracker
1663,unknown,,,3.52,4,170,,,,不明,不明,,columbia-msfe,rejected,19Fall,quantnet_tracker
1664,unknown,,,3.8,4,170,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1665,unknown,,,3.96,4,167,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1666,unknown,,,4,4,170,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1667,unknown,,,3.96,4,168,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1668,unknown,,,4,4,169,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1669,unknown,,,3.84,4,170,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1670,unknown,,,3.93,4,170,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1671,unknown,,,3.52,4,168,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1672,unknown,,,3.44,4,169,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1673,unknown,,,3.53,4,167,,,,不明,不明,,columbia-msfe,rejected,19Fall,quantnet_tracker
1674,unknown,,,3.7,4,170,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1675,unknown,,,3.83,4,170,,,,不明,不明,,columbia-msfe,rejected,19Fall,quantnet_tracker
1676,unknown,,,3.96,4,166,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1677,unknown,,,3.44,4,167,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1678,unknown,,,3.26,4,167,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1679,unknown,,,3.48,4,167,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1680,unknown,,,4,4,160,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1681,unknown,,,3.8,4,169,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1682,unknown,,,3.95,4,170,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1683,unknown,,,3.83,4,169,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1684,unknown,,,3.8,4,167,,,,不明,不明,,columbia-msfe,accepted,19Fall,quantnet_tracker
1685,unknown,,,3.74,4,170,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1686,unknown,,,3.35,4,166,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1687,unknown,,,3.88,4,170,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1688,unknown,,,3.6,4,170,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1689,unknown,,,3.7,4,170,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1690,unknown,,,3.8,4,168,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1691,unknown,,,3.94,4,170,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1692,unknown,,,3.8,4,170,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1693,unknown,,,3.9125,4,168,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1694,unknown,,,2.93,4,167,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1695,unknown,,,3.8,4,167,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1696,unknown,,,3.81,4,167,112,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1697,unknown,,,3.98,4,168,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1698,unknown,,,3.92,4,170,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1699,unknown,,,3.7,4,170,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1700,unknown,,,3.65,4,170,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1701,unknown,,,3.41,4,170,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1702,unknown,,,3.73,4,170,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1703,unknown,,,3.71,4,170,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1704,unknown,,,3.76,4,170,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1705,unknown,,,3.53,4,167,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1706,unknown,,,3.98,4,170,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1707,unknown,,,3.68,4,169,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1708,unknown,,,3.7,4,168,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1709,unknown,,,3.5,4,166,112,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1710,unknown,,,3.43,4,167,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1711,unknown,,,4,4,166,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1712,unknown,,,3.4,4,170,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1713,unknown,,,3.5,4,170,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1714,unknown,,,3.83,4,168,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1715,unknown,,,3.91,4,169,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1716,unknown,,,3.86,4,170,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1717,unknown,,,3.85,4,170,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1718,unknown,,,3.89,4,170,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1719,unknown,,,3.959,4,166,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1720,unknown,,,3.3,4,170,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1721,unknown,,,3.6,4,170,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1722,unknown,,,3.86,4,169,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1723,unknown,,,3.9,4,170,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1724,unknown,,,3.6,4,169,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1725,unknown,,,3.8,4,169,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1726,unknown,,,3.79,4,169,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1727,unknown,,,3.929,4,170,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1728,unknown,,,3.4,4,167,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1729,unknown,,,3.84,4,166,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1730,unknown,,,3.7,4,167,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1731,unknown,,,4,4,170,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1732,unknown,,,3.88,4,169,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1733,unknown,,,3.62,4,162,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1734,unknown,,,3.7,4,168,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1735,unknown,,,3.39,4,167,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1736,unknown,,,3.99,4,170,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1737,unknown,,,3.64,4,167,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1738,unknown,,,3.44,4,170,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1739,unknown,,,3.81,4,170,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1740,unknown,,,3.44,4,169,,,,不明,不明,,columbia-msfe,accepted,18Fall,quantnet_tracker
1741,unknown,,,3.98,4,169,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1742,unknown,,,3.2,4,166,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1743,unknown,,,3.82,4,169,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1744,unknown,,,3.36,4,170,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1745,unknown,,,3.626,4,168,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1746,unknown,,,3.67,4,170,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1747,unknown,,,3.83,4,170,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1748,unknown,,,3.71,4,168,,,,不明,不明,,columbia-msfe,rejected,18Fall,quantnet_tracker
1749,unknown,,,3.02,4,168,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1750,unknown,,,3.73,4,170,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1751,unknown,,,3.9,4,170,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1752,unknown,,,3.6,4,161,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1753,unknown,,,4,4,170,111,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1754,unknown,,,3.8,4,168,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1755,unknown,,,3.83,4,170,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1756,unknown,,,3.83,4,167,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1757,unknown,,,3.24,4,168,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1758,unknown,,,3.64,4,151,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1759,unknown,,,3.74,4,170,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1760,unknown,,,3.95,4,170,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1761,unknown,,,3.9,4,170,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1762,unknown,,,4,4,167,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1763,unknown,,,3.64,4,167,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1764,unknown,,,3.5,4,170,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1765,unknown,,,3.8,4,165,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1766,unknown,,,3.98,4,170,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1767,unknown,,,3.9,4,169,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1768,unknown,,,3.7,4,170,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1769,unknown,,,3.4,4,168,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1770,unknown,,,3.5,4,164,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1771,unknown,,,3.84,4,167,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1772,unknown,,,3.93,4,170,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1773,unknown,,,3.8,4,170,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1774,unknown,,,3.64,4,170,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1775,unknown,,,3.75,4,170,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1776,unknown,,,3.62,4,170,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1777,unknown,,,3.89,4,168,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1778,unknown,,,3.71,4,170,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1779,unknown,,,3.87,4,168,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1780,unknown,,,3.6,4,170,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1781,unknown,,,3.82,4,167,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1782,unknown,,,3.61,4,158,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1783,unknown,,,3.66,4,170,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1784,unknown,,,3.7,4,170,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1785,unknown,,,4,4,170,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1786,unknown,,,3.7,4,161,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1787,unknown,,,3.95,4,163,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1788,unknown,,,3.63,4,170,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1789,unknown,,,3.79,4,167,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1790,unknown,,,3.45,4,170,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1791,unknown,,,3.52,4,167,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1792,unknown,,,3.64,4,168,,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1793,unknown,,,3.8,4,170,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1794,unknown,,,3.66,4,170,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1795,unknown,,,3.94,4,170,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1796,unknown,,,3.8,4,168,112,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1797,unknown,,,3.45,4,170,108,,,不明,不明,,columbia-msfe,rejected,17Fall,quantnet_tracker
1798,unknown,,,3.64,4,165,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1799,unknown,,,3.65,4,170,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1800,unknown,,,3.67,4,170,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1801,unknown,,,3.4,4,168,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1802,unknown,,,2.8,4,170,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1803,unknown,,,3.69,4,169,108,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
1804,unknown,,,3.83,4,170,,,,不明,不明,,columbia-msfe,accepted,17Fall,quantnet_tracker
