id,gender,bg_type,nationality,gpa,gpa_scale,gre,toefl,major,intern_desc,has_paper,has_research,courses_note,program,result,season,source
3980,unknown,,,3.8,4,,,,,不明,不明,,uchicago-msfm,accepted,24Fall,quantnet_tracker
3981,unknown,,,3.74,4,170,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
3982,unknown,,,3.93,4,,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
3983,unknown,,,2.8,4,,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
3984,unknown,,,3.7,4,167,,,,不明,不明,,uchicago-msfm,rejected,23Fall,quantnet_tracker
3985,unknown,,,3.73,4,168,,,,不明,不明,,uchicago-msfm,rejected,23Fall,quantnet_tracker
3986,unknown,,,3.22,4,170,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
3987,unknown,,,4,4,170,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
3988,unknown,,,3.8,4,,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
3989,unknown,,,3.9,4,168,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
3990,unknown,,,3.57,4,166,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
3991,unknown,,,3.63,4,166,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
3992,unknown,,,3.79,4,170,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
3993,unknown,,,3.82,4,168,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
3994,unknown,,,3.55,4,168,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
3995,unknown,,,3,4,164,,,,不明,不明,,uchicago-msfm,rejected,23Fall,quantnet_tracker
3996,unknown,,,3.84,4,165,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
3997,unknown,,,3.7,4,,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
3998,unknown,,,3.75,4,169,,,,不明,不明,,uchicago-msfm,rejected,23Fall,quantnet_tracker
3999,unknown,,,4,4,,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
4000,unknown,,,3.8,4,166,,,,不明,不明,,uchicago-msfm,rejected,23Fall,quantnet_tracker
4001,unknown,,,3.34,4,168,,,,不明,不明,,uchicago-msfm,rejected,23Fall,quantnet_tracker
4002,unknown,,,4,4,167,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
4003,unknown,,,3.68,4,167,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
4004,unknown,,,3.93,4,169,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
4005,unknown,,,3.86,4,170,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
4006,unknown,,,3.36,4,170,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
4007,unknown,,,3.1,4,168,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
4008,unknown,,,4,4,,,,,不明,不明,,uchicago-msfm,rejected,23Fall,quantnet_tracker
4009,unknown,,,3.76,4,,,,,不明,不明,,uchicago-msfm,rejected,23Fall,quantnet_tracker
4010,unknown,,,3.97,4,167,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
4011,unknown,,,3.8,4,169,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
4012,unknown,,,3.85,4,161,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
4013,unknown,,,3.28,4,169,,,,不明,不明,,uchicago-msfm,rejected,23Fall,quantnet_tracker
4014,unknown,,,3.5,4,,,,,不明,不明,,uchicago-msfm,rejected,23Fall,quantnet_tracker
4015,unknown,,,3.71,4,,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
4016,unknown,,,3.83,4,170,,,,不明,不明,,uchicago-msfm,accepted,23Fall,quantnet_tracker
4017,unknown,,,3.36,4,169,,,,不明,不明,,uchicago-msfm,rejected,22Fall,quantnet_tracker
4018,unknown,,,3.74,4,168,,,,不明,不明,,uchicago-msfm,accepted,22Fall,quantnet_tracker
4019,unknown,,,3.75,4,,,,,不明,不明,,uchicago-msfm,accepted,22Fall,quantnet_tracker
4020,unknown,,,3.49,4,161,,,,不明,不明,,uchicago-msfm,accepted,22Fall,quantnet_tracker
4021,unknown,,,3.43,4,170,,,,不明,不明,,uchicago-msfm,accepted,22Fall,quantnet_tracker
4022,unknown,,,3.07,4,169,,,,不明,不明,,uchicago-msfm,accepted,22Fall,quantnet_tracker
4023,unknown,,,3.6,4,168,,,,不明,不明,,uchicago-msfm,accepted,22Fall,quantnet_tracker
4024,unknown,,,3.94,4,130,,,,不明,不明,,uchicago-msfm,rejected,22Fall,quantnet_tracker
4025,unknown,,,3.436,4,,,,,不明,不明,,uchicago-msfm,rejected,22Fall,quantnet_tracker
4026,unknown,,,2.96,4,168,,,,不明,不明,,uchicago-msfm,accepted,22Fall,quantnet_tracker
4027,unknown,,,3.88,4,168,,,,不明,不明,,uchicago-msfm,accepted,22Fall,quantnet_tracker
4028,unknown,,,3.96,4,167,,,,不明,不明,,uchicago-msfm,accepted,22Fall,quantnet_tracker
4029,unknown,,,3.8,4,170,,,,不明,不明,,uchicago-msfm,accepted,22Fall,quantnet_tracker
4030,unknown,,,3.5,4,170,,,,不明,不明,,uchicago-msfm,accepted,22Fall,quantnet_tracker
4031,unknown,,,2.81,4,167,,,,不明,不明,,uchicago-msfm,accepted,22Fall,quantnet_tracker
4032,unknown,,,3.7,4,170,,,,不明,不明,,uchicago-msfm,accepted,22Fall,quantnet_tracker
4033,unknown,,,3.82,4,130,,,,不明,不明,,uchicago-msfm,accepted,22Fall,quantnet_tracker
4034,unknown,,,2.9,4,,,,,不明,不明,,uchicago-msfm,rejected,22Fall,quantnet_tracker
4035,unknown,,,3.6,4,170,,,,不明,不明,,uchicago-msfm,accepted,22Fall,quantnet_tracker
4036,unknown,,,3.7,4,,,,,不明,不明,,uchicago-msfm,accepted,22Fall,quantnet_tracker
4037,unknown,,,4.0,4,,,,,不明,不明,,uchicago-msfm,accepted,22Fall,quantnet_tracker
4038,unknown,,,3.82,4,170,,,,不明,不明,,uchicago-msfm,rejected,21Fall,quantnet_tracker
4039,unknown,,,3.7,4,168,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4040,unknown,,,2.93,4,168,,,,不明,不明,,uchicago-msfm,rejected,21Fall,quantnet_tracker
4041,unknown,,,3.75,4,169,,,,不明,不明,,uchicago-msfm,rejected,21Fall,quantnet_tracker
4042,unknown,,,3.72,4,164,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4043,unknown,,,3.32,4,170,,,,不明,不明,,uchicago-msfm,rejected,21Fall,quantnet_tracker
4044,unknown,,,3.4,4,168,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4045,unknown,,,3.14,4,169,,,,不明,不明,,uchicago-msfm,rejected,21Fall,quantnet_tracker
4046,unknown,,,3.84,4,168,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4047,unknown,,,3.69,4,169,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4048,unknown,,,3.8,4,169,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4049,unknown,,,3.8,4,170,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4050,unknown,,,3.2,4,170,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4051,unknown,,,3.2,4,169,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4052,unknown,,,3.922,4,170,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4053,unknown,,,3.91,4,170,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4054,unknown,,,3.85,4,130,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4055,unknown,,,3.14,4,170,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4056,unknown,,,3.6,4,166,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4057,unknown,,,3.9,4,170,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4058,unknown,,,3.5,4,170,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4059,unknown,,,4,4,,,,,不明,不明,,uchicago-msfm,rejected,21Fall,quantnet_tracker
4060,unknown,,,3.16,4,168,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4061,unknown,,,3.93,4,170,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4062,unknown,,,3.52,4,170,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4063,unknown,,,3.8,4,168,,,,不明,不明,,uchicago-msfm,accepted,21Fall,quantnet_tracker
4064,unknown,,,3.66,4,170,,,,不明,不明,,uchicago-msfm,rejected,21Fall,quantnet_tracker
4065,unknown,,,3.92,4,170,,,,不明,不明,,uchicago-msfm,rejected,21Fall,quantnet_tracker
4066,unknown,,,3.7,4,170,,,,不明,不明,,uchicago-msfm,rejected,20Fall,quantnet_tracker
4067,unknown,,,3.36,4,170,,,,不明,不明,,uchicago-msfm,accepted,20Fall,quantnet_tracker
4068,unknown,,,,4,170,,,,不明,不明,,uchicago-msfm,accepted,20Fall,quantnet_tracker
4069,unknown,,,3.98,4,170,,,,不明,不明,,uchicago-msfm,accepted,20Fall,quantnet_tracker
4070,unknown,,,3.78,4,169,,,,不明,不明,,uchicago-msfm,rejected,20Fall,quantnet_tracker
4071,unknown,,,3.5,4,169,,,,不明,不明,,uchicago-msfm,rejected,20Fall,quantnet_tracker
4072,unknown,,,3.7,4,167,,,,不明,不明,,uchicago-msfm,accepted,20Fall,quantnet_tracker
4073,unknown,,,3.86,4,170,,,,不明,不明,,uchicago-msfm,accepted,20Fall,quantnet_tracker
4074,unknown,,,3.6,4,168,,,,不明,不明,,uchicago-msfm,accepted,20Fall,quantnet_tracker
4075,unknown,,,3.54,4,169,,,,不明,不明,,uchicago-msfm,accepted,20Fall,quantnet_tracker
4076,unknown,,,3.86,4,170,,,,不明,不明,,uchicago-msfm,rejected,20Fall,quantnet_tracker
4077,unknown,,,3.59,4,170,,,,不明,不明,,uchicago-msfm,accepted,20Fall,quantnet_tracker
4078,unknown,,,3.11,4,169,,,,不明,不明,,uchicago-msfm,accepted,20Fall,quantnet_tracker
4079,unknown,,,3.7,4,170,,,,不明,不明,,uchicago-msfm,accepted,20Fall,quantnet_tracker
4080,unknown,,,3.6,4,170,,,,不明,不明,,uchicago-msfm,accepted,20Fall,quantnet_tracker
4081,unknown,,,3.59,4,167,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4082,unknown,,,3.845,4,167,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4083,unknown,,,3.86,4,168,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4084,unknown,,,3.71,4,170,,,,不明,不明,,uchicago-msfm,rejected,19Fall,quantnet_tracker
4085,unknown,,,3.73,4,170,,,,不明,不明,,uchicago-msfm,rejected,19Fall,quantnet_tracker
4086,unknown,,,4,4,160,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4087,unknown,,,3.4,4,168,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4088,unknown,,,3.44,4,169,,,,不明,不明,,uchicago-msfm,rejected,19Fall,quantnet_tracker
4089,unknown,,,3.94,4,167,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4090,unknown,,,3.97,4,169,,,,不明,不明,,uchicago-msfm,rejected,19Fall,quantnet_tracker
4091,unknown,,,3.52,4,170,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4092,unknown,,,3.76,4,170,,,,不明,不明,,uchicago-msfm,rejected,19Fall,quantnet_tracker
4093,unknown,,,3.96,4,168,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4094,unknown,,,3.83,4,170,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4095,unknown,,,3.7,4,170,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4096,unknown,,,3.63,4,170,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4097,unknown,,,3.96,4,166,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4098,unknown,,,3.5,4,170,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4099,unknown,,,3.34,4,170,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4100,unknown,,,2.98,4,170,,,,不明,不明,,uchicago-msfm,rejected,19Fall,quantnet_tracker
4101,unknown,,,3.74,4,170,111,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4102,unknown,,,4,4,163,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4103,unknown,,,3.95,4,170,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4104,unknown,,,3.9,4,170,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4105,unknown,,,4,4,160,,,,不明,不明,,uchicago-msfm,rejected,19Fall,quantnet_tracker
4106,unknown,,,3.99,4,170,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4107,unknown,,,3.4,4,169,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4108,unknown,,,3.7,4,163,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4109,unknown,,,4,4,155,,,,不明,不明,,uchicago-msfm,rejected,19Fall,quantnet_tracker
4110,unknown,,,2.84,4,168,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4111,unknown,,,3.64,4,170,,,,不明,不明,,uchicago-msfm,accepted,19Fall,quantnet_tracker
4112,unknown,,,3.88,4,170,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4113,unknown,,,3.35,4,166,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4114,unknown,,,3.88,4,170,,,,不明,不明,,uchicago-msfm,rejected,18Fall,quantnet_tracker
4115,unknown,,,3.94,4,170,,,,不明,不明,,uchicago-msfm,rejected,18Fall,quantnet_tracker
4116,unknown,,,3.83,4,170,,,,不明,不明,,uchicago-msfm,rejected,18Fall,quantnet_tracker
4117,unknown,,,3.8,4,170,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4118,unknown,,,2.93,4,167,,,,不明,不明,,uchicago-msfm,rejected,18Fall,quantnet_tracker
4119,unknown,,,3.51,4,170,,,,不明,不明,,uchicago-msfm,rejected,18Fall,quantnet_tracker
4120,unknown,,,3.89,4,170,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4121,unknown,,,3.98,4,168,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4122,unknown,,,3.86,4,170,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4123,unknown,,,3.8,4,170,,,,不明,不明,,uchicago-msfm,rejected,18Fall,quantnet_tracker
4124,unknown,,,3.65,4,170,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4125,unknown,,,3.85,4,167,,,,不明,不明,,uchicago-msfm,rejected,18Fall,quantnet_tracker
4126,unknown,,,3.34,4,170,,,,不明,不明,,uchicago-msfm,rejected,18Fall,quantnet_tracker
4127,unknown,,,3.5,4,168,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4128,unknown,,,3.86,4,170,109,,,不明,不明,,uchicago-msfm,rejected,18Fall,quantnet_tracker
4129,unknown,,,3.81,4,168,107,,,不明,不明,,uchicago-msfm,rejected,18Fall,quantnet_tracker
4130,unknown,,,3.84,4,166,109,,,不明,不明,,uchicago-msfm,rejected,18Fall,quantnet_tracker
4131,unknown,,,3.6,4,169,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4132,unknown,,,3.8,4,169,,,,不明,不明,,uchicago-msfm,rejected,18Fall,quantnet_tracker
4133,unknown,,,3.79,4,169,,,,不明,不明,,uchicago-msfm,rejected,18Fall,quantnet_tracker
4134,unknown,,,3.7,4,167,,,,不明,不明,,uchicago-msfm,rejected,18Fall,quantnet_tracker
4135,unknown,,,3.84,4,170,112,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4136,unknown,,,3.7,4,168,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4137,unknown,,,3.6,4,170,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4138,unknown,,,4,4,170,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4139,unknown,,,3.91,4,170,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4140,unknown,,,3.99,4,170,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4141,unknown,,,3.7,4,170,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4142,unknown,,,3.91,4,168,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4143,unknown,,,3.84,4,167,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4144,unknown,,,3.79,4,168,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4145,unknown,,,3.56,4,169,,,,不明,不明,,uchicago-msfm,rejected,18Fall,quantnet_tracker
4146,unknown,,,3.81,4,164,,,,不明,不明,,uchicago-msfm,rejected,18Fall,quantnet_tracker
4147,unknown,,,3.44,4,170,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4148,unknown,,,3.92,4,158,,,,不明,不明,,uchicago-msfm,accepted,18Fall,quantnet_tracker
4149,unknown,,,3.85,4,170,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4150,unknown,,,3.9,4,170,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4151,unknown,,,3.5,4,168,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4152,unknown,,,3.73,4,170,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4153,unknown,,,3.8,4,168,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4154,unknown,,,3.83,4,170,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4155,unknown,,,3.83,4,167,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4156,unknown,,,3.8,4,170,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4157,unknown,,,3.64,4,167,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4158,unknown,,,3.6,4,166,98,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4159,unknown,,,3.5,4,170,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4160,unknown,,,3.98,4,170,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4161,unknown,,,3.6,4,168,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4162,unknown,,,3.4,4,170,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4163,unknown,,,3.4,4,168,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4164,unknown,,,3.92,4,170,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4165,unknown,,,3.71,4,170,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4166,unknown,,,3.61,4,158,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4167,unknown,,,3.6,4,170,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4168,unknown,,,3.64,4,165,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4169,unknown,,,3.74,4,170,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4170,unknown,,,3.79,4,167,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4171,unknown,,,3.7,4,170,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4172,unknown,,,3.53,4,170,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4173,unknown,,,3.7,4,170,100,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4174,unknown,,,3.8,4,170,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4175,unknown,,,3.65,4,170,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4176,unknown,,,4,4,170,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4177,unknown,,,3.72,4,170,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4178,unknown,,,3.9,4,170,118,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4179,unknown,,,3.5,4,170,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4180,unknown,,,3.45,4,170,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4181,unknown,,,3.52,4,167,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4182,unknown,,,3.64,4,168,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4183,unknown,,,3.63,4,170,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4184,unknown,,,3.67,4,170,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4185,unknown,,,3.93,4,167,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4186,unknown,,,2.8,4,170,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4187,unknown,,,3.75,4,170,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4188,unknown,,,3.85,4,170,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4189,unknown,,,3.8,4,168,112,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4190,unknown,,,3.94,4,157,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4191,unknown,,,3.68,4,170,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4192,unknown,,,3.94,4,170,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4193,unknown,,,3.52,4,170,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4194,unknown,,,3.88,4,170,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4195,unknown,,,3.82,4,170,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4196,unknown,,,3.89,4,168,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4197,unknown,,,3.8,4,166,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4198,unknown,,,3.4,4,170,,,,不明,不明,,uchicago-msfm,rejected,17Fall,quantnet_tracker
4199,unknown,,,3.95,4,170,,,,不明,不明,,uchicago-msfm,accepted,17Fall,quantnet_tracker
4200,unknown,,,2.78,4,165,,,,不明,不明,,uchicago-msfm,rejected,16Fall,quantnet_tracker
4201,unknown,,,3.48,4,170,,,,不明,不明,,uchicago-msfm,rejected,16Fall,quantnet_tracker
4202,unknown,,,3.95,4,170,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4203,unknown,,,3.63,4,168,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4204,unknown,,,3.8,4,170,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4205,unknown,,,3.83,4,170,,,,不明,不明,,uchicago-msfm,rejected,16Fall,quantnet_tracker
4206,unknown,,,3.84,4,170,,,,不明,不明,,uchicago-msfm,rejected,16Fall,quantnet_tracker
4207,unknown,,,3.5,4,170,,,,不明,不明,,uchicago-msfm,rejected,16Fall,quantnet_tracker
4208,unknown,,,3.81,4,170,,,,不明,不明,,uchicago-msfm,rejected,16Fall,quantnet_tracker
4209,unknown,,,3.52,4,170,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4210,unknown,,,3.9,4,170,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4211,unknown,,,3.88,4,170,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4212,unknown,,,3.96,4,163,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4213,unknown,,,3.895,4,165,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4214,unknown,,,3.6,4,170,,,,不明,不明,,uchicago-msfm,rejected,16Fall,quantnet_tracker
4215,unknown,,,3.79,4,170,,,,不明,不明,,uchicago-msfm,rejected,16Fall,quantnet_tracker
4216,unknown,,,3.93,4,170,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4217,unknown,,,3.83,4,170,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4218,unknown,,,3.9,4,168,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4219,unknown,,,4,4,170,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4220,unknown,,,3.86,4,170,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4221,unknown,,,3.8,4,168,,,,不明,不明,,uchicago-msfm,rejected,16Fall,quantnet_tracker
4222,unknown,,,3.76,4,168,,,,不明,不明,,uchicago-msfm,rejected,16Fall,quantnet_tracker
4223,unknown,,,3.65,4,170,,,,不明,不明,,uchicago-msfm,rejected,16Fall,quantnet_tracker
4224,unknown,,,3.71,4,170,,,,不明,不明,,uchicago-msfm,rejected,16Fall,quantnet_tracker
4225,unknown,,,3.7,4,170,,,,不明,不明,,uchicago-msfm,rejected,16Fall,quantnet_tracker
4226,unknown,,,3.67,4,168,,,,不明,不明,,uchicago-msfm,rejected,16Fall,quantnet_tracker
4227,unknown,,,3.83,4,168,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4228,unknown,,,3.89,4,170,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4229,unknown,,,3.75,4,168,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4230,unknown,,,3.76,4,166,,,,不明,不明,,uchicago-msfm,rejected,16Fall,quantnet_tracker
4231,unknown,,,3.895,4,168,,,,不明,不明,,uchicago-msfm,rejected,16Fall,quantnet_tracker
4232,unknown,,,3.6,4,170,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4233,unknown,,,4,4,168,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4234,unknown,,,3.99,4,160,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4235,unknown,,,3.82,4,170,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4236,unknown,,,3.96,4,170,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
4237,unknown,,,3.24,4,170,,,,不明,不明,,uchicago-msfm,accepted,16Fall,quantnet_tracker
